33,35,1096028
17178,47,1096028
52,17774,1096028
52,17774,1096028
52,17774,1096028
41,15186,1096028
62,3130,1096028
18,8570,1096028
18,8570,1096028
3197,8,1096029
15190,41,1096029
15968,44,1096029
15968,44,1096029
11155,29,1096029
18422,54,1096029
43,15818,1096030
43,15818,1096030
8,3197,1096030
7,3041,1096030
4,17,1096030
4,17,1096030
84,25386,1096030
84,10158,1096030
45,96,1096030
21156,63,1096030
16326,45,1096030
25,25,1096031
28,107,1096031
41,15181,1096031
41,15181,1096031
41,15186,1096031
41,41,1096031
41,15190,1096031
18,8504,1096031
3197,8,1096031
25157,82,1096031
43,15570,1096032
8,3177,1096032
25,9858,1096032
25,9856,1096032
25,9880,1096032
25,9860,1096032
26,10160,1096032
26,10160,1096032
11291,30,1096032
14249,40,1096032
82,25155,1096033
25,9931,1096033
11139,29,1096033
18,96,1096033
18,96,1096033
15520,42,1096033
84,25386,1096033
9862,25,1096033
1,673,1096033
25158,82,1096033
14251,40,1096033
6843,15,1096033
6843,15,1096033
30,11412,1096034
42,15511,1096034
11686,31,1096034
9856,25,1096034
25,9858,1096034
25,9858,1096034
29,11156,1096034
29,11156,1096034
29,11156,1096034
29,11139,1096034
14,4593,1096034
14,4594,1096034
4594,14,1096034
18,8569,1096034
9932,25,1096034
12986,33,1096034
19,8853,1096035
11686,31,1096035
52,17774,1096035
29,11156,1096035
29,11139,1096035
29,11139,1096035
14,4594,1096035
41,15181,1096035
41,15186,1096035
41,41,1096035
8569,18,1096035
26,10160,1096035
16,7625,1096035
16,7625,1096035
84,25386,1096035
84,25388,1096035
63,12394,1096035
15194,41,1096035
11859,31,1096035
33,12981,1096036
82,13253,1096036
82,25159,1096036
82,12998,1096036
82,25160,1096036
7,2878,1096036
2878,7,1096036
11139,29,1096036
41,15195,1096036
16,7700,1096036
84,25389,1096036
673,1,1096036
86,26036,1096037
43,15825,1096037
66,21679,1096037
7,2878,1096037
31,11860,1096037
31,11682,1096037
52,17774,1096037
84,10158,1096037
84,10158,1096037
1,673,1096037
1,673,1096037
7,2878,1096038
7,2926,1096038
31,11690,1096038
31,31,1096038
31,31,1096038
52,17753,1096038
52,17753,1096038
52,10158,1096038
52,17756,1096038
41,15195,1096038
15818,43,1096038
1,673,1096038
1,673,1096038
11861,31,1096038
39,14074,1096039
7,2878,1096039
2878,7,1096039
31,339,1096039
52,17753,1096039
17749,52,1096039
44,15968,1096040
44,15968,1096040
2878,7,1096040
5,2538,1096040
52,17774,1096040
52,17753,1096040
52,17753,1096040
52,10158,1096040
52,17756,1096040
52,17763,1096040
52,17752,1096040
31,11761,1096041
52,17763,1096041
52,17787,1096041
52,17764,1096041
12988,33,1096041
11761,31,1096041
52,17774,1096042
26,10160,1096042
21020,62,1096042
19,8853,1096043
44,15972,1096043
82,107,1096043
26,10160,1096043
21020,62,1096043
44,15968,1096044
44,15968,1096044
44,15968,1096044
44,96,1096044
73,10158,1096044
73,23679,1096044
31,11691,1096044
31,11691,1096044
31,11862,1096044
31,11863,1096044
31,10394,1096044
15,6844,1096044
84,10158,1096044
18422,54,1096044
11691,31,1096044
25993,86,1096044
30,11296,1096045
44,15968,1096045
17,96,1096045
31,11691,1096045
52,17752,1096045
11682,31,1096045
44,15968,1096046
16,7619,1096046
7619,16,1096046
8139,17,1096046
82,13117,1096047
30,11376,1096048
19,4821,1096048
19,8839,1096048
82,12998,1096048
31,11686,1096048
31,11689,1096048
29,11139,1096048
11680,31,1096048
16,7625,1096048
16,7628,1096048
12998,82,1096048
61,66,1096048
19,8839,1096049
17,96,1096049
52,17752,1096049
13117,82,1096049
13117,82,1096049
11372,31,1096049
19,8853,1096050
12,4251,1096050
1,107,1096050
1,696,1096050
87,24834,1096050
63,21170,1096051
456,1,1096051
456,1,1096051
21170,63,1096051
6702,15,1096051
19,8853,1096052
19,107,1096052
73,23679,1096052
26,10157,1096052
2,1113,1096052
2,1077,1096052
1,696,1096052
1,727,1096052
11689,31,1096052
31,11682,1096053
28,107,1096053
4,1704,1096053
97,17,1096053
11692,31,1096053
10209,26,1096053
7650,16,1096053
19,8857,1096054
39,14074,1096054
15,6845,1096054
14252,40,1096054
11301,31,1096055
19,8858,1096055
31,11682,1096055
31,11690,1096055
31,11864,1096055
31,11372,1096055
11682,31,1096055
97,17,1096056
11682,31,1096056
60,20329,1096057
31,11682,1096057
31,11682,1096057
31,11372,1096057
52,17752,1096057
25,25,1096057
25,9929,1096057
97,17,1096057
9929,25,1096057
10203,26,1096057
11727,31,1096057
30,11301,1096058
30,11381,1096058
60,20316,1096058
66,21679,1096058
31,11682,1096058
25,9858,1096058
14,4593,1096058
14,4594,1096058
11682,31,1096058
11686,31,1096059
14,4657,1096059
14,4796,1096059
16,7650,1096059
2,1096,1096059
9858,25,1096059
1742,17,1096059
17,97,1096060
31,11682,1096060
14,4657,1096060
14,4797,1096060
4,107,1096060
4,97,1096060
16,7650,1096060
16,7650,1096060
10209,26,1096060
19,8843,1096061
4,383,1096061
11691,31,1096061
19,8839,1096062
19,8859,1096062
60,20316,1096062
60,20332,1096062
66,21684,1096062
17,96,1096062
31,11691,1096062
31,11691,1096062
31,11812,1096062
26,10209,1096062
26,10209,1096062
26,10230,1096062
4821,19,1096062
4821,19,1096062
60,8113,1096063
66,21684,1096063
18,8512,1096063
18,8502,1096063
26,10209,1096063
26,10209,1096063
26,10209,1096063
26,10209,1096063
10209,26,1096063
9899,25,1096063
17,96,1096064
18,8510,1096064
4,107,1096064
11812,31,1096064
30,11292,1096065
30,11292,1096065
2,1098,1096065
17752,52,1096065
30,11443,1096066
30,11301,1096066
30,11432,1096066
30,11429,1096066
30,11448,1096066
30,11342,1096066
30,11356,1096066
30,11372,1096066
66,21682,1096066
16,7625,1096066
40,107,1096066
11450,30,1096066
30,11300,1096067
30,11451,1096067
66,21685,1096067
40,14244,1096067
40,1255,1096067
40,14252,1096067
40,14254,1096067
30,11311,1096068
30,11433,1096068
66,19639,1096068
16,7619,1096068
30,11360,1096069
40,14252,1096069
66,21686,1096070
18,8528,1096070
18,8528,1096070
18,8528,1096070
15946,66,1096070
11453,30,1096070
56,107,1096071
66,21687,1096071
16,7625,1096071
21686,66,1096071
99,4,1096071
19,8839,1096072
31,11761,1096072
31,11372,1096072
40,14254,1096072
15946,66,1096072
31,11686,1096073
11686,31,1096073
31,11689,1096075
40,1255,1096075
40,1255,1096075
11342,30,1096075
30,11342,1096076
66,15946,1096076
30,11342,1096077
30,11342,1096077
30,11428,1096077
11342,30,1096077
32,107,1096078
66,21688,1096078
56,19141,1096079
66,59,1096079
66,21689,1096079
20322,60,1096079
30,11301,1096082
8,8,1096082
8,3168,1096082
3239,8,1096082
30,11301,1096083
30,11301,1096083
8,3239,1096083
1255,40,1096083
11301,30,1096084
40,1255,1096084
11316,30,1096084
1255,40,1096085
66,21689,1096086
42,15511,1096086
3168,8,1096086
11320,30,1096086
15529,42,1096086
56,107,1096087
56,19141,1096087
8,3177,1096087
82,25155,1096088
44,15975,1096089
82,25155,1096089
39,14074,1096090
82,13044,1096090
41,15186,1096090
84,25386,1096090
84,25393,1096090
1,28,1096090
22194,82,1096090
15961,44,1096090
42,15520,1096091
82,22194,1096091
41,15182,1096091
15196,41,1096091
15976,44,1096091
42,15520,1096092
39,14074,1096092
11422,30,1096092
42,15531,1096093
41,15196,1096093
25386,84,1096093
19168,56,1096093
15186,41,1096094
44,15965,1096095
33,12989,1096095
33,12990,1096095
33,12991,1096095
28,1,1096095
56,19145,1096096
56,19146,1096096
33,12991,1096096
28,10574,1096096
28,10574,1096096
19146,56,1096096
19146,56,1096096
19181,56,1096096
33,12976,1096097
33,12992,1096097
33,12993,1096097
29,11156,1096097
28,10574,1096097
28,10589,1096097
28,10573,1096097
28,10573,1096097
28,10573,1096097
10592,28,1096097
33,12994,1096098
33,12994,1096098
14,4593,1096098
28,10571,1096098
62,21021,1096098
88,8528,1096098
21680,66,1096099
39,14074,1096099
39,14074,1096099
41,15196,1096099
88,8528,1096099
22345,67,1096099
15197,41,1096099
7878,28,1096099
32,12641,1096100
66,21688,1096100
39,14074,1096100
39,14085,1096100
31,11868,1096100
31,11696,1096100
52,17756,1096100
52,17761,1096100
18,8569,1096100
12981,33,1096100
22345,67,1096100
7878,28,1096100
32,12641,1096101
66,21688,1096101
17,96,1096101
52,17774,1096101
20,2657,1096101
32,12642,1096102
32,12643,1096102
33,4593,1096102
39,14085,1096102
39,14075,1096102
14,4610,1096102
12981,33,1096102
16,7625,1096102
19167,56,1096102
82,107,1096103
3167,8,1096103
3167,8,1096103
44,15952,1096104
44,15977,1096104
25,9856,1096104
28,7102,1096104
28,10560,1096104
12,4271,1096104
1,107,1096104
1,462,1096104
1,726,1096104
7102,28,1096104
9856,25,1096105
3130,62,1096105
12644,32,1096105
66,21679,1096106
66,21679,1096106
82,25156,1096106
5,2538,1096106
5,2538,1096106
52,17773,1096106
25,9858,1096106
20,2657,1096106
2657,20,1096106
15818,43,1096106
1,454,1096106
21021,62,1096106
584,1,1096106
66,21688,1096107
66,21690,1096107
20,2657,1096107
20,2657,1096107
15818,43,1096107
1,728,1096107
2538,5,1096107
19639,66,1096107
17789,52,1096107
30,11359,1096108
66,21680,1096108
66,15946,1096108
67,22345,1096108
52,17790,1096108
9856,25,1096108
25,9856,1096108
16,7619,1096108
21684,66,1096108
30,11301,1096109
30,11300,1096109
30,11422,1096109
14,4610,1096109
45,16337,1096109
21021,62,1096109
584,1,1096109
73,23679,1096110
42,15531,1096110
52,17789,1096110
41,15199,1096110
84,25393,1096110
3167,8,1096110
726,1,1096110
7630,16,1096110
9935,25,1096110
25165,82,1096110
44,15952,1096111
44,15978,1096111
44,15958,1096111
73,23679,1096111
73,23685,1096111
52,17793,1096111
25,9856,1096111
15818,43,1096111
63,21156,1096111
17752,52,1096111
44,15958,1096112
56,19141,1096112
23679,73,1096112
44,15958,1096113
42,107,1096113
42,15531,1096113
52,10158,1096113
52,17752,1096113
52,17789,1096113
12986,33,1096113
584,1,1096113
17773,52,1096113
17756,52,1096114
52,17773,1096114
20,2657,1096114
1,673,1096114
1,673,1096114
1,584,1096114
4271,12,1096114
8175,17,1096114
82,25165,1096115
31,11686,1096115
31,11869,1096115
28,107,1096115
20,2657,1096115
20,2657,1096115
2657,20,1096115
26,10160,1096115
26,10160,1096115
12,4272,1096115
15818,43,1096115
63,21156,1096115
63,21156,1096115
63,21151,1096115
7619,16,1096115
11692,31,1096115
10595,28,1096115
82,25165,1096116
52,10158,1096116
20,2657,1096116
26,10160,1096116
12,4213,1096116
16,7619,1096116
16,7628,1096116
1,673,1096116
1,673,1096116
11696,31,1096116
15826,43,1096116
56,107,1096117
26,10160,1096117
12,4273,1096117
12,4242,1096117
1255,40,1096117
11316,30,1096117
30,11456,1096118
30,11457,1096118
19,8860,1096118
42,15520,1096118
42,15531,1096118
39,14075,1096118
5,2569,1096118
5,2570,1096118
26,10160,1096118
26,10160,1096118
12,4213,1096118
12,4213,1096118
12,4213,1096118
16,7621,1096118
63,21156,1096118
63,21156,1096118
1,673,1096118
1,673,1096118
1,462,1096118
1,462,1096118
673,1,1096118
673,1,1096118
12998,33,1096118
11422,30,1096118
15200,41,1096118
30,11300,1096119
30,11300,1096119
30,11300,1096119
44,96,1096119
44,3130,1096119
42,15530,1096119
28,10580,1096119
28,10580,1096119
28,10595,1096119
12,4213,1096119
84,25393,1096119
63,21156,1096119
63,21151,1096119
23679,73,1096119
30,11359,1096120
44,15979,1096120
33,12992,1096120
33,12999,1096120
39,14074,1096120
39,14074,1096120
82,12998,1096120
28,10571,1096120
2,1096,1096120
2,1096,1096120
2,1096,1096120
2,1096,1096120
15818,43,1096120
11453,30,1096120
4213,12,1096120
30,11300,1096121
30,11360,1096121
43,15570,1096121
66,21684,1096121
66,21688,1096121
67,22345,1096121
42,15531,1096121
42,15530,1096121
28,10571,1096121
28,10571,1096121
28,10595,1096121
28,10550,1096121
84,25393,1096121
11359,30,1096121
4213,12,1096121
8576,18,1096121
30,11300,1096122
30,11300,1096122
30,11360,1096122
19,8853,1096122
60,20333,1096122
60,20334,1096122
28,10580,1096122
12,2420,1096122
84,25393,1096122
11300,30,1096122
14084,39,1096122
2420,12,1096122
2420,12,1096122
8125,17,1096122
19,8857,1096123
19,8861,1096123
42,15520,1096123
42,15530,1096123
31,11727,1096123
84,25393,1096123
84,25394,1096123
11727,31,1096123
14084,39,1096123
14084,39,1096123
23698,73,1096123
13000,33,1096123
30,11458,1096124
19,8843,1096124
19,8862,1096124
44,15954,1096124
44,15954,1096124
44,15975,1096124
42,15531,1096124
26,10203,1096124
15976,44,1096124
30,11428,1096125
30,11428,1096125
30,11459,1096125
30,11332,1096125
30,11460,1096125
33,4593,1096125
15954,44,1096125
84,25393,1096125
15196,41,1096125
10597,28,1096125
44,15980,1096126
26,10160,1096126
59,66,1096126
11422,30,1096126
66,15946,1096127
42,15531,1096127
31,11686,1096127
52,10158,1096127
55,107,1096127
4,107,1096127
4,17,1096127
4,17,1096127
84,25393,1096127
84,25395,1096127
15946,66,1096127
15531,42,1096127
23700,73,1096127
56,19145,1096128
66,21689,1096128
73,23679,1096128
39,14074,1096128
17,8136,1096128
17,8136,1096128
17,4,1096128
17,4,1096128
52,17753,1096128
52,17790,1096128
52,17796,1096128
17753,52,1096128
26,10208,1096128
21689,66,1096128
454,1,1096128
20335,60,1096128
1706,4,1096128
44,15958,1096129
4594,14,1096129
4,17,1096129
4,17,1096129
26,10160,1096129
26,10157,1096129
26,10208,1096129
1096,2,1096129
15196,41,1096129
44,15958,1096130
44,15958,1096130
52,17752,1096130
41,15196,1096130
26,10160,1096130
26,10171,1096130
63,12708,1096130
584,1,1096130
66,21688,1096131
66,21689,1096131
66,21689,1096131
73,23679,1096131
18,2011,1096131
26,10208,1096131
26,10208,1096131
97,17,1096131
63,21175,1096131
1,584,1096131
1,584,1096131
19,8843,1096132
19,8863,1096132
31,11761,1096132
31,11864,1096132
31,11864,1096132
31,11841,1096132
31,11301,1096132
18,2011,1096132
4,107,1096132
4,99,1096132
2,1096,1096132
6702,15,1096132
30,11360,1096133
30,11422,1096133
39,14074,1096133
31,11301,1096133
4,97,1096133
11680,31,1096133
11841,31,1096133
30,11360,1096134
19,8839,1096134
19,8839,1096134
19,8839,1096134
14,4657,1096134
26,10201,1096134
11682,31,1096134
30,11412,1096135
30,11422,1096135
14,4593,1096135
14,4814,1096135
41,15186,1096135
24761,87,1096135
30,11422,1096136
41,15186,1096136
41,15187,1096136
15186,41,1096136
30,11458,1096137
30,11463,1096137
30,11462,1096137
17,8131,1096137
31,11691,1096137
31,11812,1096137
25156,82,1096137
41,15186,1096137
718,56,1096137
15186,41,1096137
11812,31,1096137
499,1,1096137
30,11338,1096138
30,11291,1096138
15,6846,1096138
11291,30,1096138
11464,30,1096138
30,11307,1096139
11682,31,1096139
10595,28,1096139
30,11381,1096140
30,11458,1096140
30,11338,1096140
30,96,1096140
1,673,1096140
1,462,1096140
1,584,1096140
87,24724,1096140
11465,30,1096140
21156,63,1096141
1,462,1096141
1,584,1096141
1,584,1096141
11682,31,1096141
584,1,1096141
30,11466,1096142
30,11466,1096142
31,11686,1096142
41,15199,1096142
19,8859,1096143
19,8859,1096143
39,14074,1096143
39,14074,1096143
31,11690,1096143
31,11812,1096143
41,15199,1096143
15196,41,1096143
11696,31,1096143
30,96,1096144
30,11340,1096144
17,97,1096144
31,11682,1096144
18,8569,1096144
2,1129,1096144
30,11467,1096145
19,8860,1096145
31,11778,1096145
11291,30,1096145
60,20319,1096146
7,2992,1096146
17,96,1096146
31,11696,1096146
2,1088,1096146
1,584,1096146
4,17,1096147
4,17,1096147
9957,26,1096147
456,1,1096147
31,11682,1096149
31,11372,1096149
31,11841,1096149
26,9957,1096149
20322,60,1096149
20322,60,1096149
8177,17,1096149
20319,60,1096150
26,9957,1096150
31,11778,1096152
31,11875,1096152
2,1129,1096152
2,1131,1096152
63,21152,1096152
11682,31,1096152
21692,66,1096152
2,1129,1096153
63,21175,1096153
63,21176,1096153
30,11468,1096154
2,1131,1096154
1129,2,1096154
31,11729,1096155
11422,30,1096155
1129,2,1096156
2,1088,1096157
11291,30,1096157
1088,2,1096157
10184,26,1096157
21692,66,1096158
8860,19,1096160
19,8860,1096161
19,148,1096163
19,8860,1096164
19,8862,1096164
66,21692,1096164
4,99,1096164
21693,66,1096164
1016,2,1096164
25,25,1096165
87,24853,1096165
30,96,1096168
30,11467,1096168
14104,39,1096168
30,11422,1096169
30,11422,1096169
33,13001,1096169
44,96,1096170
66,21692,1096170
20319,60,1096171
14105,39,1096171
15950,44,1096171
82,12998,1096173
15984,44,1096173
12999,33,1096174
8,3233,1096175
55,18574,1096176
39,14075,1096177
45,96,1096177
16332,45,1096177
32,107,1096178
32,12646,1096178
32,12647,1096178
33,35,1096178
42,15531,1096178
42,15530,1096178
42,15530,1096178
62,3130,1096178
45,16332,1096178
15980,44,1096178
42,15531,1096179
42,15531,1096180
42,15531,1096180
39,14074,1096180
20,8972,1096181
12976,33,1096182
39,14074,1096182
41,41,1096182
8972,20,1096182
19,4821,1096183
19,4821,1096183
19,4821,1096183
19,8862,1096183
55,18575,1096183
55,18566,1096183
19,4821,1096184
12976,33,1096184
17191,47,1096184
30,11469,1096185
19,4821,1096185
66,21694,1096185
66,21697,1096185
66,21698,1096185
39,14074,1096185
11686,31,1096185
84,25393,1096185
19,8862,1096186
66,21699,1096186
66,21701,1096186
66,21695,1096186
66,21695,1096186
66,21702,1096186
29,11156,1096186
21020,62,1096186
8,3168,1096187
39,14074,1096187
52,17761,1096187
9858,25,1096187
30,11422,1096188
30,11422,1096188
19,8865,1096188
8,215,1096188
73,23702,1096188
39,14074,1096188
29,11139,1096188
3008,7,1096188
30,11422,1096189
42,15512,1096189
39,14074,1096189
82,25150,1096189
25155,82,1096189
15512,82,1096189
8,8,1096190
47,17188,1096190
9856,25,1096190
3168,8,1096190
17191,47,1096190
5,2538,1096191
28,107,1096191
28,10560,1096191
8,3241,1096192
8,3242,1096192
8,3243,1096192
5,2568,1096192
31,11689,1096192
3244,8,1096192
44,15986,1096193
44,15987,1096193
44,15988,1096193
7,2878,1096193
5,2538,1096193
5,2538,1096193
5,2569,1096193
84,25393,1096193
87,24834,1096193
25396,84,1096193
33,12999,1096194
7,2878,1096194
62,21020,1096194
383,4,1096194
32,12647,1096195
8,3245,1096195
8,3246,1096195
33,12982,1096195
2878,7,1096195
16,7625,1096195
1,478,1096195
2538,5,1096195
8,8,1096196
8,3168,1096196
73,23702,1096196
42,15531,1096196
82,25150,1096196
17,4,1096196
17,8178,1096196
17,8178,1096196
478,1,1096196
82,13253,1096197
82,25155,1096197
82,12981,1096197
29,29,1096197
29,11153,1096197
62,21021,1096197
1,478,1096197
1,478,1096197
25169,82,1096197
44,15990,1096198
44,15990,1096198
44,15990,1096198
73,23684,1096198
33,12999,1096198
31,11680,1096198
1,478,1096198
12999,33,1096198
12999,33,1096198
25170,82,1096198
17192,47,1096198
44,15954,1096199
44,15958,1096199
44,15979,1096199
44,15990,1096199
44,15950,1096199
73,23684,1096199
73,23684,1096199
45,96,1096199
8179,17,1096199
73,23684,1096200
52,17761,1096200
41,41,1096200
16,7619,1096200
15950,44,1096200
43,15818,1096201
73,23684,1096201
42,82,1096201
42,15534,1096201
42,15535,1096201
42,15535,1096201
82,42,1096201
82,42,1096201
82,42,1096201
52,17752,1096201
41,15186,1096201
41,15195,1096201
41,15199,1096201
60,20316,1096202
42,15534,1096202
41,15195,1096202
15195,41,1096202
15534,42,1096202
9874,25,1096202
20319,60,1096203
33,12982,1096203
39,14074,1096203
39,14084,1096203
6,2642,1096203
14084,39,1096203
9874,25,1096203
16346,45,1096203
39,14085,1096204
39,14075,1096204
17,96,1096204
31,10394,1096204
31,10394,1096204
9957,26,1096204
10394,31,1096204
11301,31,1096205
44,96,1096205
44,15958,1096205
56,107,1096205
56,19138,1096205
8,3177,1096205
8,3176,1096205
8,3205,1096205
55,17242,1096205
55,18561,1096205
26,10160,1096205
88,96,1096205
18577,55,1096205
44,15994,1096206
8,3248,1096206
8,216,1096206
25,9856,1096206
55,17242,1096206
12998,82,1096206
18566,55,1096206
73,23702,1096207
42,15531,1096207
4,1618,1096207
26,10203,1096207
11301,31,1096208
73,23702,1096208
88,8528,1096208
42,15520,1096209
42,15531,1096209
42,15530,1096209
55,18574,1096209
55,18561,1096209
55,18561,1096209
25172,82,1096209
2922,7,1096209
42,15520,1096210
12,4253,1096210
33,4593,1096211
33,35,1096211
11139,29,1096211
15991,44,1096211
42,15520,1096212
42,15536,1096212
7,3043,1096212
25,9880,1096212
63,21182,1096212
87,24834,1096212
25393,84,1096212
17,8122,1096213
39,14074,1096214
39,14074,1096214
25,9939,1096214
41,15186,1096214
4,17,1096214
4,17,1096214
4,17,1096214
4,17,1096214
4,1477,1096214
16,7625,1096214
14085,39,1096214
9913,25,1096214
42,15531,1096215
9856,25,1096215
15,107,1096215
10,2642,1096215
10,107,1096215
15972,44,1096215
15196,41,1096215
26502,87,1096215
41,12978,1096216
16,7634,1096216
16,7632,1096216
11691,31,1096216
11372,31,1096216
1477,4,1096216
1477,4,1096216
11710,31,1096216
33,13006,1096217
33,13007,1096217
9856,25,1096217
41,15199,1096217
26,10158,1096217
26,10159,1096217
15818,43,1096217
1,696,1096217
1,573,1096217
1,707,1096217
1,731,1096217
1044,52,1096217
44,15958,1096218
44,15997,1096218
12978,41,1096218
15,107,1096218
15,107,1096218
15,96,1096218
15,6847,1096218
18,8578,1096218
18,148,1096218
26,10203,1096218
26,10158,1096218
1,656,1096218
44,15980,1096219
3248,8,1096219
44,15987,1096220
39,14074,1096220
31,11686,1096220
28,107,1096220
16,7621,1096220
9858,25,1096220
40,107,1096220
30,11301,1096221
30,11316,1096221
43,15818,1096221
33,13008,1096221
33,13009,1096221
26,10203,1096221
26,10203,1096221
30,11293,1096222
30,11292,1096222
30,11292,1096222
30,11292,1096222
30,11292,1096222
30,11359,1096222
30,11359,1096222
30,11307,1096222
30,11316,1096222
60,20316,1096222
7,2977,1096222
7,2977,1096222
7,3044,1096222
6,2663,1096222
14,4593,1096222
14,4593,1096222
4594,14,1096222
30,11296,1096223
30,11473,1096223
30,11474,1096223
52,17752,1096223
52,17772,1096223
87,1088,1096223
1096,2,1096223
11316,30,1096223
11472,30,1096223
30,11301,1096224
30,11301,1096224
30,11292,1096224
19,107,1096224
73,23703,1096224
25,9869,1096224
9858,25,1096224
11292,30,1096224
19,8863,1096225
6,2,1096225
6,2647,1096225
60,20319,1096226
20319,60,1096226
20319,60,1096226
15,6849,1096226
18,8569,1096226
87,26298,1096226
60,20319,1096227
60,20319,1096227
60,20319,1096227
60,20319,1096227
60,20316,1096227
52,17761,1096227
52,17761,1096227
25,9869,1096227
18,8510,1096227
16,7654,1096227
2,6,1096227
20322,60,1096227
17,96,1096228
11151,29,1096228
14,4609,1096229
60,20321,1096230
31,11868,1096230
11878,31,1096230
31,11686,1096231
11686,31,1096231
16,7625,1096231
31,11686,1096232
1,449,1096232
87,107,1096232
87,24785,1096232
11696,31,1096232
30,11294,1096233
87,24834,1096233
99,4,1096233
16,7619,1096234
1,107,1096235
11301,30,1096236
25,9858,1096236
40,14243,1096236
40,1202,1096236
11301,30,1096237
4594,14,1096237
16,7625,1096237
7619,16,1096237
31,11686,1096238
31,11686,1096238
2,6,1096238
40,1202,1096238
60,1071,1096239
25,9929,1096239
1,107,1096239
60,20316,1096240
10,2,1096240
594,1,1096240
1,673,1096241
30,11459,1096242
30,11477,1096242
1,449,1096242
10,2,1096243
10,2,1096244
40,1202,1096244
40,1202,1096245
30,11319,1096247
10,2,1096247
19,8839,1096249
60,20319,1096253
8,8,1096254
17178,47,1096254
66,21679,1096255
17178,47,1096257
12982,33,1096257
9,47,1096257
21684,66,1096258
30,11422,1096259
30,11355,1096259
29,11156,1096261
55,83,1096263
39,14085,1096264
39,14075,1096264
39,14075,1096264
29,11139,1096264
47,17178,1096265
29,11139,1096265
29,11139,1096265
6,10,1096266
9,47,1096266
47,17192,1096267
5,2538,1096267
5,2569,1096267
2538,5,1096267
43,15827,1096268
33,12976,1096268
33,12976,1096268
12976,33,1096268
